Name,Country,Varietal,Wine type,Rating,NumberOfRatings,Year,Price$
Boutari Naoussa 2008,Greece,Xinomavro,Red Wine,0.0,0, 2008,14.99
Alpha Estate Rose 2018,Greece,Rosé,Pink and Rosé,0.0,0, 2018,24.99
Vaeni Naoussa Grande Reserve 2010,Greece,Xinomavro,Red Wine,0.0,0, 2010,16.99
Alpha Estate Axia Red 2016,Greece,Other Red Blends,Red Wine,3.7,7, 2016,21.99
Skouras Grand Cuvee Nemea 2011,Greece,Other Red Wine,Red Wine,0.0,0, 2011,29.99
Skouras Megas Oenos Red 2013,Greece,Other Red Blends,Red Wine,4.5,6, 2013,27.99
Domaine Glinavos Zitsa Brut 2012,Greece,Vintage Sparkling Wine,Sparkling & Champagne,0.0,0, 2012,33.99
Boutari Santorini 2002,Greece,Assyrtiko,White Wine,0.0,0, 2002,15.99
Thymiopoulos Young Vines Xinomavro 2019,Greece,Xinomavro,Red Wine,3.5,7, 2019,21.99
Gaia Santorini Wild Ferment Assyrtiko 2020,Greece,Assyrtiko,White Wine,0.0,0, 2020,48.99
Argyros Atlantis Red 2016,Greece,Other Red Blends,Red Wine,4.6,5, 2016,19.99
Ktima Pavlidis Thema White 2017,Greece,Other White Blends,White Wine,4.1,9, 2017,23.99
ZOE Red 2016,Greece,Other Red Blends,Red Wine,3.9,9, 2016,13.99
Alpha Estate Hedgehog Vineyard Xinomavro 2016,Greece,Xinomavro,Red Wine,3.5,30, 2016,23.99
Vaeni Naoussa Xinomavro 2015,Greece,Xinomavro,Red Wine,0.0,0, 2015,13.99
Sigalas Assyrtiko Santorini 2018,Greece,Assyrtiko,White Wine,4.4,26, 2018,41.99
Alpha Estate Rose 2017,Greece,Rosé,Pink and Rosé,0.0,0, 2017,24.99
Boutari Santorini 2001,Greece,Assyrtiko,White Wine,0.0,0, 2001,15.99
Alpha Estate Turtles Vineyard Malagouzia 2014,Greece,Other White Wine,White Wine,0.0,0, 2014,16.99
Domaine Glinavos Paleokerisio (500ML) 2016,Greece,Vintage Sparkling Wine,Sparkling & Champagne,4.3,8, 2016,13.99
Alexakis Assyrtiko 2018,Greece,Assyrtiko,White Wine,4.0,15, 2018,18.99
Boutari Kretikos Red 2003,Greece,Other Red Blends,Red Wine,0.0,0, 2003,12.99
Skouras Grand Cuvee Nemea 2013,Greece,Other Red Wine,Red Wine,0.0,0, 2013,32.99
Domaine Glinavos Paleokerisio (500ML) 2015,Greece,Vintage Sparkling Wine,Sparkling & Champagne,0.0,0, 2015,13.99
Alpha Estate Axia Red 2014,Greece,Other Red Blends,Red Wine,0.0,0, 2014,21.99
Ktima Pavlidis Thema 2017,Greece,Other Red Blends,Red Wine,0.0,0, 2017,22.99
Domaine Nerantzi Malagousia 2019,Greece,Other White Wine,White Wine,0.0,0, 2019,16.99
D. Kourtakis by Greek Wine Cellars Assyrtiko Santorini 2014,Greece,Assyrtiko,White Wine,0.0,0, 2014,19.99
Boutari Naoussa 2007,Greece,Xinomavro,Red Wine,0.0,0, 2007,17.29
Gaia Agiorgitiko 2020,Greece,Agiorgitiko,Red Wine,0.0,0, 2020,24.99
Semeli Mountain Sun White 2017,Greece,Other White Blends,White Wine,0.0,0, 2017,15.99
Boutari Nemea,Greece,Other Red Blends,Red Wine,0.0,0,Not available,16.99
Semeli Mountain Sun White 2018,Greece,Other White Blends,White Wine,0.0,0, 2018,16.99
Boutari Moschofilero 2010,Greece,Moschofilero,White Wine,0.0,0, 2010,14.99
Semeli Mountain Sun White 2022,Greece,Other White Blends,White Wine,0.0,0, 2022,16.99
Domaine Nerantzi Koniaros 2014,Greece,Other Red Wine,Red Wine,0.0,0, 2014,74.99
Boutari Santorini 2011,Greece,Assyrtiko,White Wine,0.0,0, 2011,23.99
Argyros Atlantis White 2019,Greece,Other White Blends,White Wine,3.8,19, 2019,23.99
Boutari Moschofilero 2011,Greece,Moschofilero,White Wine,0.0,0, 2011,14.99
Boutari Naoussa 2010,Greece,Xinomavro,Red Wine,0.0,0, 2010,22.99
Alexakis Assyrtiko 2017,Greece,Assyrtiko,White Wine,3.9,5, 2017,16.99
Argyros Vinsanto 12 Year (500ML) 2003,Greece,Other Dessert,Not available,0.0,0, 2003,139.00
Boutari Nemea 1997,Greece,Other Red Blends,Red Wine,0.0,0, 1997,13.49
Gaia Notios Red 2015,Greece,Other Red Blends,Red Wine,4.3,7, 2015,15.99
Boutari Santorini 2010,Greece,Assyrtiko,White Wine,0.0,0, 2010,19.99
Kir-Yianni Akakies Rose 2021,Greece,Rosé,Pink and Rosé,0.0,0, 2021,22.99
Sigalas Assyrtiko Santorini 2014,Greece,Assyrtiko,White Wine,0.0,0, 2014,25.99
Boutari Santorini 2012,Greece,Assyrtiko,White Wine,0.0,0, 2012,24.99
Sclavos Synodos 2016,Greece,Other Red Wine,Red Wine,0.0,0, 2016,33.99
Troupis Winery Agiorgitiko Fteri 2020,Greece,Agiorgitiko,Red Wine,3.5,5, 2020,16.99
Troupis Winery Mantinia Moschofilero 2013,Greece,Moschofilero,White Wine,0.0,0, 2013,21.99
Biblia Chora Estate White 2016,Greece,Other White Blends,White Wine,0.0,0, 2016,25.99
Elios Mediterranean Red 2015,Greece,Other Red Blends,Red Wine,0.0,0, 2015,11.99
Boutari Naoussa 1998,Greece,Xinomavro,Red Wine,nan,0, 1998,9.49
Thymiopoulos Atma Assyrtiko 2017,Greece,Assyrtiko,White Wine,3.9,14, 2017,19.99
Boutari NV Kretikos Red 1999,Greece,Other Red Blends,Red Wine,0.0,0, 1999,12.49
Alpha Estate SMX Red Blend 2014,Greece,Other Red Blends,Red Wine,0.0,0, 2014,35.99
Alpha Estate Rose 2019,Greece,Rosé,Pink and Rosé,4.3,5, 2019,23.99
Kir-Yianni Akakies Rose 2020,Greece,Rosé,Pink and Rosé,0.0,0, 2020,22.99
Elios Mediterranean White 2009,Greece,Other White Blends,White Wine,nan,0, 2009,9.29
Boutari Naoussa 2001,Greece,Xinomavro,Red Wine,0.0,0, 2001,14.99
Sigalas Am Assyrtiko-Monemvasia Santorini 2016,Greece,Assyrtiko,White Wine,0.0,0, 2016,23.99
Diamantakos Xinomavro 2018,Greece,Xinomavro,Red Wine,0.0,0, 2018,40.99
Kir-Yianni Akakies Sparkling Rose 2018,Greece,Vintage Sparkling Wine,Sparkling & Champagne,4.6,7, 2018,22.99
ZOE Rose 2020,Greece,Rosé,Pink and Rosé,3.8,16, 2020,14.99
Boutari Nemea 1999,Greece,Other Red Blends,Red Wine,0.0,0, 1999,13.49
Kir-Yianni Akakies Rose 2013,Greece,Rosé,Pink and Rosé,0.0,0, 2013,16.99
Domaine Nerantzi Polis 2017,Greece,Other White Blends,White Wine,0.0,0, 2017,19.98
Semeli Mountain Sun Red 2016,Greece,Other Red Wine,Red Wine,0.0,0, 2016,16.99
Kir-Yianni Paranga Red 2015,Greece,Other Red Blends,Red Wine,0.0,0, 2015,16.99
Domaine Nerantzi Assyrtiko 2020,Greece,Assyrtiko,White Wine,0.0,0, 2020,19.99
Argyros Santorini Estate Assyrtiko 2019,Greece,Assyrtiko,White Wine,3.9,24, 2019,37.99
Domaine Karydas Xinomavro 2016,Greece,Xinomavro,Red Wine,0.0,0, 2016,31.99
Kir-Yianni Paranga Red 2020,Greece,Other Red Blends,Red Wine,0.0,0, 2020,16.99
Boutari Rotunda White (1.5L),Greece,Other White Blends,White Wine,0.0,0,1.5L),13.99
Thymiopoulos Atma White 2020,Greece,Other White Wine,White Wine,0.0,0, 2020,19.99
Sclavos Orgion 2018,Greece,Other Red Wine,Red Wine,3.7,7, 2018,25.99
Boutari Paros,Greece,Other Red Blends,Red Wine,0.0,0,Not available,12.49
ZOE Red 2019,Greece,Other Red Blends,Red Wine,3.7,36, 2019,14.99
Sclavos Orgion 2020,Greece,Other Red Wine,Red Wine,0.0,0, 2020,25.99
Kir-Yianni Paranga White 2015,Greece,Other White Wine,White Wine,0.0,0, 2015,14.99
Manolesakis Estate Cabernet Sauvignon 2001,Greece,Cabernet Sauvignon,Red Wine,0.0,0, 2001,31.99
Boutari Moschofilero 2017,Greece,Moschofilero,White Wine,3.9,47, 2017,14.99
Thymiopoulos Young Vines Xinomavro 2013,Greece,Xinomavro,Red Wine,0.0,0, 2013,14.99
Domaine Economou Assyrtiko 2012,Greece,Assyrtiko,White Wine,0.0,0, 2012,45.99
Domaine Nerantzi Pentapolis 2016,Greece,Other White Blends,White Wine,3.3,7, 2016,19.99
Diamantakos Xinomavro 2017,Greece,Xinomavro,Red Wine,4.1,22, 2017,36.99
Domaine Zafeirakis Limniona 2015,Greece,Other Red Wine,Red Wine,0.0,0, 2015,22.99
Troupis Winery Agiorgitiko Fteri 2017,Greece,Agiorgitiko,Red Wine,0.0,0, 2017,22.99
Kir-Yianni Paranga White 2020,Greece,Other White Wine,White Wine,0.0,0, 2020,16.99
Douloufakis Femina Malvasia 2018,Greece,Malvasia,White Wine,0.0,0, 2018,18.99
Domaine Nerantzi Polis 2018,Greece,Other White Blends,White Wine,0.0,0, 2018,26.99
Boutari Kretikos Red 2001,Greece,Other Red Blends,Red Wine,0.0,0, 2001,11.99
Domaine Tatsis Roditis 2016,Greece,Other White Wine,White Wine,0.0,0, 2016,33.99
Argyros Santorini Estate Assyrtiko 2017,Greece,Assyrtiko,White Wine,4.5,15, 2017,33.99
Boutari Naoussa 2004,Greece,Xinomavro,Red Wine,0.0,0, 2004,13.79
Boutari Naoussa 1999,Greece,Xinomavro,Red Wine,0.0,0, 1999,14.49
Thymiopoulos Young Vines Xinomavro 2017,Greece,Xinomavro,Red Wine,3.8,9, 2017,19.99
Domaine Karydas Xinomavro 2015,Greece,Xinomavro,Red Wine,3.9,21, 2015,31.99
Boutari Naoussa 2003,Greece,Xinomavro,Red Wine,0.0,0, 2003,13.79
Argyros Atlantis Red 2017,Greece,Other Red Blends,Red Wine,3.9,44, 2017,22.99
Boutari Kretikos White 2003,Greece,Other White Blends,White Wine,0.0,0, 2003,10.99
Boutari Moschofilero 2007,Greece,Moschofilero,White Wine,0.0,0, 2007,14.79
Sclavos Orgion 2016,Greece,Other Red Wine,Red Wine,0.0,0, 2016,31.99
Alpha Estate Turtles Vineyard Malagouzia 2017,Greece,Other White Wine,White Wine,4.1,7, 2017,18.99
Sclavos Robola 2017,Greece,Other White Wine,White Wine,0.0,0, 2017,33.99
Skouras Megas Oenos Red 2015,Greece,Other Red Blends,Red Wine,3.8,12, 2015,29.99
Boutari Agrioritiko 1999,Greece,Other Red Wine,Red Wine,0.0,0, 1999,23.99
Skouras Megas Oenos Red 2014,Greece,Other Red Blends,Red Wine,3.9,7, 2014,31.99
Skouras Moscofilero 2013,Greece,Moschofilero,White Wine,0.0,0, 2013,18.99
Boutari Santorini 2003,Greece,Assyrtiko,White Wine,0.0,0, 2003,16.99
Boutari Moschofilero 2020,Greece,Moschofilero,White Wine,4.2,7, 2020,16.99
Boutari Santorini 1999,Greece,Assyrtiko,White Wine,0.0,0, 1999,16.99
Boutari Nemea 2001,Greece,Other Red Blends,Red Wine,nan,0, 2001,9.99
Boutari Goumenissa 1994,Greece,Other Red Blends,Red Wine,0.0,0, 1994,15.49
Boutari Moschofilero 2009,Greece,Moschofilero,White Wine,nan,6, 2009,9.99
Elios Mediterranean Red 2007,Greece,Other Red Blends,Red Wine,0.0,0, 2007,13.29
Gerovassiliou Malagousia 2014,Greece,Other White Wine,White Wine,0.0,0, 2014,24.99
Argyros Atlantis White 2014,Greece,Other White Blends,White Wine,0.0,0, 2014,16.99
Domaine Nerantzi Syrah 2011,Greece,Syrah/Shiraz,Red Wine,0.0,0, 2011,49.99
Boutari Kretikos White 1999,Greece,Other White Blends,White Wine,0.0,0, 1999,11.99
Domaine Tatsis Xinomavro Goumenissa 2011,Greece,Xinomavro,Red Wine,0.0,0, 2011,37.99
Boutari Xinomavro Merlot 1997,Greece,Other Red Blends,Red Wine,0.0,0, 1997,18.99
Biblia Chora Estate White 2018,Greece,Other White Blends,White Wine,3.9,8, 2018,31.99
Gaia Santorini Thalassitis Assyrtiko 2015,Greece,Assyrtiko,White Wine,4.8,5, 2015,25.99
Boutari Santorini 2009,Greece,Assyrtiko,White Wine,0.0,0, 2009,19.79
Domaine Tselepos Santorini Assyrtiko 2018,Greece,Assyrtiko,White Wine,4.6,5, 2018,31.99
Vaeni Naoussa Xinomavro 2017,Greece,Xinomavro,Red Wine,3.8,6, 2017,10.99
Boutari Santorini 2000,Greece,Assyrtiko,White Wine,0.0,0, 2000,16.99
Thymiopoulos Terra Olympus Terra Petra 2017,Greece,Other Red Blends,Red Wine,0.0,0, 2017,34.99
Alexakis Kotsifali Syrah 2014,Greece,Other Red Blends,Red Wine,3.9,10, 2014,15.99
Boutari Paros (Dry Red) 2001,Greece,Other Red Blends,Red Wine,0.0,0, 2001,14.99
Boutari Santorini Kallisti 1999,Greece,Other White Blends,White Wine,0.0,0, 1999,20.99
Alpha Estate Hedgehog Vineyard Xinomavro 2011,Greece,Xinomavro,Red Wine,0.0,0, 2011,21.99
Boutari Kretikos White 1998,Greece,Other White Blends,White Wine,0.0,0, 1998,11.99
Gaia Santorini Thalassitis Assyrtiko 2014,Greece,Assyrtiko,White Wine,0.0,0, 2014,25.99
Domaine Tselepos Santorini Assyrtiko 2016,Greece,Assyrtiko,White Wine,0.0,0, 2016,31.99
Domaine Zafeirakis Limniona 2014,Greece,Other Red Wine,Red Wine,0.0,0, 2014,21.99
Boutari Kretikos Red,Greece,Other Red Blends,Red Wine,0.0,0,Not available,11.99
Boutari Santorini 2008,Greece,Assyrtiko,White Wine,0.0,0, 2008,19.49
Sigalas Aa Assyrtiko-Athiri Santorini 2021,Greece,Assyrtiko,White Wine,0.0,0, 2021,36.99
Biblia Chora Estate White 2017,Greece,Other White Blends,White Wine,0.0,0, 2017,31.99
Gaia Notios White 2016,Greece,Other White Blends,White Wine,0.0,0, 2016,14.99
Skouras Megas Oenos Red 2016,Greece,Other Red Blends,Red Wine,4.0,36, 2016,32.99
Sigalas Am Assyrtiko-Monemvasia Santorini 2018,Greece,Assyrtiko,White Wine,4.2,31, 2018,22.99
Biblia Chora Ovilos Regional White 2017,Greece,Other White Wine,White Wine,0.0,0, 2017,41.99
Douloufakis Dafnios Red 2013,Greece,Other Red Wine,Red Wine,0.0,0, 2013,15.99
Sclavos Efranor 2017,Greece,Other White Blends,White Wine,0.0,0, 2017,23.99
Gaia Agiorgitiko 2016,Greece,Agiorgitiko,Red Wine,3.8,11, 2016,23.99
Boutari Naoussa 2002,Greece,Xinomavro,Red Wine,0.0,0, 2002,11.49
ZOE Red 2014,Greece,Other Red Blends,Red Wine,0.0,0, 2014,10.99
Domaine Economou Liatiko Red 2006,Greece,Other Red Wine,Red Wine,0.0,0, 2006,38.99
Boutari Agrioritiko 2000,Greece,Other Red Wine,Red Wine,0.0,0, 2000,22.99
Argyros Atlantis White 2018,Greece,Other White Blends,White Wine,3.9,51, 2018,21.99
Koutsoyannopoulos Nikteri 2012,Greece,Other White Wine,White Wine,0.0,0, 2012,35.99
Hatzidakis Assyrtiko de Louros 2014,Greece,Assyrtiko,White Wine,0.0,0, 2014,77.99
Kir-Yianni Xinomavro Rose L'Esprit du Lac 2021,Greece,Rosé,Pink and Rosé,0.0,0, 2021,21.99
Magoutes Xinomavro 2017,Greece,Xinomavro,Red Wine,0.0,0, 2017,32.99
Gaia Notios Red 2018,Greece,Other Red Blends,Red Wine,4.0,15, 2018,16.99
Boutari Xinomavro Merlot 1998,Greece,Other Red Blends,Red Wine,0.0,0, 1998,24.49
Ktima Pavlidis Thema White 2019,Greece,Other White Blends,White Wine,0.0,0, 2019,21.99
Biblia Chora Ovilos Regional White 2021,Greece,Other White Wine,White Wine,0.0,0, 2021,47.99
Boutari Xinomavro Merlot 2000,Greece,Other Red Blends,Red Wine,0.0,0, 2000,22.99
Hatzidakis Aidani 2018,Greece,Other White Wine,White Wine,0.0,0, 2018,57.99
Biblia Chora Ovilos Regional White 2018,Greece,Other White Wine,White Wine,4.3,9, 2018,41.99
ZOE White 2018,Greece,Moschofilero,White Wine,4.0,9, 2018,13.99
ZOE White 2020,Greece,Moschofilero,White Wine,3.8,16, 2020,13.99
Palivou Vineyards White Fox 2001,Greece,Other White Blends,White Wine,0.0,0, 2001,15.99
Sigalas Assyrtiko Santorini 2020,Greece,Assyrtiko,White Wine,4.3,25, 2020,44.99
Domaine Economou Sitia White Blend 2012,Greece,Other White Blends,White Wine,0.0,0, 2012,42.99
Sigalas MM Red Blend 2020,Greece,Other Red Blends,Red Wine,0.0,0, 2020,29.99
Kleos Mastiha Spirit Liqueur (700ML),Greece,Agiorgitiko,Red Wine,4.4,12,00ML),44.99
Boutari Moschofilero 2008,Greece,Moschofilero,White Wine,0.0,0, 2008,11.99
Magoutes Xinomavro 2018,Greece,Xinomavro,Red Wine,0.0,0, 2018,29.99
Skouras Megas Oenos Red 2012,Greece,Other Red Blends,Red Wine,0.0,0, 2012,27.99
Alpha Estate Sauvignon Blanc 2015,Greece,Sauvignon Blanc,White Wine,0.0,0, 2015,18.99
Sigalas Assyrtiko Santorini 2010,Greece,Assyrtiko,White Wine,0.0,0, 2010,23.99
Hatzidakis Mavrotragano 2017,Greece,Other Red Wine,Red Wine,0.0,0, 2017,54.99
Boutari Nemea 2016,Greece,Agiorgitiko,Red Wine,4.0,5, 2016,18.99
Boutari Xinomavro Merlot 2001,Greece,Other Red Blends,Red Wine,0.0,0, 2001,22.99
Domaine Economou (Oikonomoy) Late Harvest Liatiko Sitia 2006,Greece,Other Dessert,Not available,0.0,0, 2006,44.99
Veuve Clicquot Yellow Label Brut with Gold Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,84.97
Dom Perignon and Riedel Gift Set,Other,Mixed Collections,Not available,0.0,0,Not available,299.97
Laurent Perrier La Cuvee Brut with Gold Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,74.99
Kevin Zraly's Master Wine Tasting Class – St. Emilion,Other,Collection,Not available,0.0,0,Not available,299.99
2020 Caymus Napa Valley Cabernet Sauvignon with Gold Box,Other,Mixed Collections,Not available,0.0,0,Not available,99.99
2018 Silver Oak Alexander Valley Cabernet Sauvignon with Black Box,Other,Mixed Collections,Not available,0.0,0,Not available,99.99
90 Point Red Wine Gift Set,Other,Red Collections,Not available,0.0,0,Not available,59.99
Napa Valley Cabernet Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,239.99
Moet & Chandon Imperial Brut with Black Box,Other,Mixed Collections,Not available,0.0,0,Not available,74.97
Moet & Chandon Imperial Brut with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,69.97
2020 Caymus Napa Valley Cabernet Sauvignon with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,94.99
Tour de France Wine Gift Set,Other,Collection,Not available,0.0,0,Not available,59.99
90 Point Red & White Two Bottle Gift Set,Other,Collection,Not available,0.0,0,Not available,49.99
Bollinger Brut Special Cuvee with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,84.97
The Prisoner Red Blend with Luxury Black Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,64.99
2019 Stag's Leap Wine Cellars Artemis Cabernet with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,79.99
2018 Silver Oak Alexander Valley Cabernet Sauvignon with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,99.99
2021 DAOU Cabernet with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,34.99
90 Point Cabernet Wine Gift Set,Other,Collection,Not available,0.0,0,Not available,59.99
G.H. Mumm Brut Grand Cordon with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,59.99
"Red, White, and Sparkling Wine Gift Set",Other,Collection,Not available,0.0,0,Not available,64.99
Sweet Wine Gift Set,Other,Collection,Not available,0.0,0,Not available,44.99
Flowers Sonoma Coast Pinot Noir with Black Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,69.99
Penfolds Bin 149 Cabernet Sauvignon 2018,Other,Cabernet Sauvignon,Red Wine,4.3,5, 2018,149.99
Faust Cabernet Sauvignon with Gold Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,64.99
Masters of Wine Selection with Tasting Video,Other,Collection,Not available,0.0,0,Not available,124.99
Avaline Complete Wine Set with Tasting Video Featuring Cameron Diaz,Other,Collection,Not available,0.0,0,Not available,79.99
2019 Goldeneye Anderson Valley Pinot Noir with Black Box,Other,Mixed Collections,Not available,0.0,0,Not available,59.99
Penfolds Quantum Bin 98 Cabernet Sauvignon 2018,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2018,699.99
Far Niente Chardonnay with Gold Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,84.99
90 Point Italian Classics Gift Set,Other,Collection,Not available,0.0,0,Not available,159.99
2019 Duckhorn Napa Valley Cabernet with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,79.99
ChocoVine Chocolate Raspberry Dessert Wine,Other,Other Dessert,Not available,4.4,25,Not available,10.99
ChocoVine Chocolate Dessert Wine,Other,Other Dessert,Not available,4.0,40,Not available,10.99
World of Grenache Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,44.99
Washington State Winemaking Wizards with Tasting Video,Other,Collection,Not available,0.0,0,Not available,59.99
90 Point Discovery: Red Wine Gift Set,Other,Collection,Not available,0.0,0,Not available,59.99
Sherry Tasting Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,49.99
90 Point Cabernet Sauvignon & Pinot Noir Gift Set,Other,Collection,Not available,0.0,0,Not available,69.99
Pinot Noir: The Franco-American Connection with Tasting Video,Other,Collection,Not available,0.0,0,Not available,49.99
Riedel Champagne & Mixing Glasses (Set of 4),Other,Stemware & Decanters,Not available,0.0,0,Not available,49.97
Riedel Gin & Tonic Glasses (Set of 4),Other,Stemware & Decanters,Not available,0.0,0,Not available,49.97
Avaline Duo with Tasting Video Featuring Cameron Diaz,Other,Collection,Not available,0.0,0,Not available,38.99
Le Creuset Wine Cooler Sleeve in Black,Other,Serve & Preserve,Not available,0.0,0,Not available,24.97
Le Creuset Wine Cooler Sleeve in Burgundy,Other,Serve & Preserve,Not available,0.0,0,Not available,24.97
Vacu Vin Classic Grape Markers,Other,Entertaining,Not available,nan,0,Not available,9.99
Riedel Ouverture White Wine Glasses (Set of 2),Other,Stemware & Decanters,Not available,0.0,0,Not available,39.97
South African Wine Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,79.99
2019 Joseph Phelps Cabernet Sauvignon with Black Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,97.99
WSET Sparkling Wine Tasting Set,Other,Mixed Collections,Not available,0.0,0,Not available,114.99
2019 Decoy California Cabernet with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,29.99
Kendall-Jackson Kentucky Derby Tasting Set with Tasting Video,Other,Collection,Not available,0.0,0,Not available,39.99
Stag's Leap Wine Cellars Artemis Cabernet Sauvignon with Black Box,Other,Mixed Collections,Not available,0.0,0,Not available,84.99
Couples in Wine Tasting Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,64.99
Wine Style Trio: Chardonnay with Tasting Video,Other,Collection,Not available,0.0,0,Not available,74.99
Kevin Zraly's Advanced Tasting Class – Tuscan Reds,Other,Collection,Not available,0.0,0,Not available,199.99
The Calling by Jim Nantz & Golf Balls Gift Set,Other,Mixed Collections,Not available,0.0,0,Not available,44.99
90 Point French Red Duo,Other,Collection,Not available,0.0,0,Not available,99.99
Billecart Salmon Brut Reserve with Black Gift Box,Other,Mixed Collections,Not available,0.0,0,Not available,79.99
Jordan Cabernet & Hartford Court Russian River Pinot Noir with Black Gift Boxes,Other,Mixed Collections,Not available,0.0,0,Not available,129.99
Josh Cellars Cabernet with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,26.99
Hall Napa Valley Cabernet with Red Velvet Gift Bag,Other,Mixed Collections,Not available,0.0,0,Not available,64.99
Invivo X by Sarah Jessica Parker Wine Duo with Tasting Video,Other,Collection,Not available,0.0,0,Not available,38.99
Vinglacé Wine Chiller,Other,Serve & Preserve,Not available,0.0,0,Not available,89.99
Vinglacé Gift Set,Other,Stemware & Decanters,Not available,0.0,0,Not available,159.99
Viski Gold Stemless Wine Glasses (Set of 2),Other,Stemware & Decanters,Not available,0.0,0,Not available,49.99
Stag's Leap Wine Cellars Artemis Cabernet Sauvignon with Black Box,Other,Mixed Collections,Not available,0.0,0,Not available,84.99
Earth Day Wine Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,99.99
Couples in Wine Tasting Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,64.99
Wine Style Trio: Chardonnay with Tasting Video,Other,Collection,Not available,0.0,0,Not available,74.99
Kevin Zraly's Advanced Tasting Class – Tuscan Reds,Other,Collection,Not available,0.0,0,Not available,199.99
Jordan Cabernet & Hartford Court Russian River Pinot Noir with Black Gift Boxes,Other,Mixed Collections,Not available,0.0,0,Not available,129.99
Kevin Zraly's Advanced Tasting Class – Kevin's Classic Reds,Other,Collection,Not available,0.0,0,Not available,199.99
Vanderpump Wine Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,64.99
90 Point Cabernet Sauvignon & Neuhaus Chocolate Duets Slider Gift Box,Other,Collection,Not available,0.0,0,Not available,79.99
90 Point Port & Neuhaus Les Irresistibles Gift Set,Other,Mixed Collections,Not available,0.0,0,Not available,89.99
Windows on Wine: Your Dinner Party Tasting Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,129.99
New York and France Tasting Set with Tasting Video,Other,Collection,Not available,0.0,0,Not available,99.99
Icons of Australian Wine Trio with Tasting Video,Other,Collection,Not available,0.0,0,Not available,99.99
Loire Valley Tour with Tasting Video,Other,Collection,Not available,0.0,0,Not available,59.99
dough Wine Set for the James Beard Foundation with Tasting Video,Other,Collection,Not available,0.0,0,Not available,79.99
Silver Oak & Twomey Set with Tasting Video,Other,Collection,Not available,0.0,0,Not available,164.99
BabyCham Sparkling Wine (half-bottle),Other,Non Vintage Sparkling Wine,Sparkling & Champagne,nan,0,Not available,7.99
Vinglacé Wine Chiller,Other,Serve & Preserve,Not available,0.0,0,Not available,89.99
Vinglacé Gift Set,Other,Stemware & Decanters,Not available,0.0,0,Not available,159.99
The Modern Cocktail Apple Martini (500ML),Other,Other Dessert,Not available,3.7,6,00ML),12.99
The Modern Cocktail Salted Caramel,Other,Other Dessert,Not available,0.0,0,Not available,12.99
The Modern Cocktail Lemon Drop,Other,Other Dessert,Not available,nan,0,Not available,8.99
Tikves Rkaciteli 2015,Other,Other White Wine,White Wine,3.9,6, 2015,10.99
Viski Gold Stemless Wine Glasses (Set of 2),Other,Stemware & Decanters,Not available,0.0,0,Not available,49.99
The Modern Cocktail Peach Martini,Other,Other Dessert,Not available,nan,5,Not available,8.99
Domaine Wardy Clos Blanc White 2015,Other,Other White Blends,White Wine,0.0,0, 2015,12.99
Domaine Wardy Clos Blanc White 2014,Other,Other White Blends,White Wine,0.0,0, 2014,12.99
S.E.R.V.E. Terra Romana Cabernet Sauvignon 2007,Other,Cabernet Sauvignon,Red Wine,nan,0, 2007,7.99
IXSIR Winery El Ixsir 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,54.99
Domaine Wardy Clos Blanc White 2013,Other,Other White Blends,White Wine,0.0,0, 2013,20.99
Vino Z Czech St. Laurent 2015,Other,St  Laurent,Red Wine,0.0,0, 2015,25.99
Krsma Estates Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,0.0,0, 2014,19.99
Budureasca Fume Blanc 2015,Other,Other White Wine,White Wine,nan,0, 2015,7.99
